|    cntr_01|	dist_x|	pang_x|	ra_01|	dec_01|	ra|	dec|	sigra|	sigdec|	sigradec|	w1mpro|	w1sigmpro|	w1snr|	w1rchi2|	w2mpro|	w2sigmpro|	w2snr|	w2rchi2|	w3mpro|	w3sigmpro|	w3snr|	w3rchi2|	w4mpro|	w4sigmpro|	w4snr|	w4rchi2|	cc_flags|	ext_flg|	var_flg|	ph_qual|	w1mag|	w1sigm|	w1flg|	w2mag|	w2sigm|	w2flg|	w3mag|	w3sigm|	w3flg|	w4mag|	w4sigm|	w4flg|	w1mag_1|	w1sigm_1|	w1flg_1|	w2mag_1|	w2sigm_1|	w2flg_1|	w3mag_1|	w3sigm_1|	w3flg_1|	w4mag_1|	w4sigm_1|	w4flg_1|	w1mag_2|	w1sigm_2|	w1flg_2|	w2mag_2|	w2sigm_2|	w2flg_2|	w3mag_2|	w3sigm_2|	w3flg_2|	w4mag_2|	w4sigm_2|	w4flg_2|	w1mag_3|	w1sigm_3|	w1flg_3|	w2mag_3|	w2sigm_3|	w2flg_3|	w3mag_3|	w3sigm_3|	w3flg_3|	w4mag_3|	w4sigm_3|	w4flg_3|	w1mag_4|	w1sigm_4|	w1flg_4|	w2mag_4|	w2sigm_4|	w2flg_4|	w3mag_4|	w3sigm_4|	w3flg_4|	w4mag_4|	w4sigm_4|	w4flg_4|	w1mag_5|	w1sigm_5|	w1flg_5|	w2mag_5|	w2sigm_5|	w2flg_5|	w3mag_5|	w3sigm_5|	w3flg_5|	w4mag_5|	w4sigm_5|	w4flg_5|	w1mag_6|	w1sigm_6|	w1flg_6|	w2mag_6|	w2sigm_6|	w2flg_6|	w3mag_6|	w3sigm_6|	w3flg_6|	w4mag_6|	w4sigm_6|	w4flg_6|	w1mag_7|	w1sigm_7|	w1flg_7|	w2mag_7|	w2sigm_7|	w2flg_7|	w3mag_7|	w3sigm_7|	w3flg_7|	w4mag_7|	w4sigm_7|	w4flg_7|	w1mag_8|	w1sigm_8|	w1flg_8|	w2mag_8|	w2sigm_8|	w2flg_8|	w3mag_8|	w3sigm_8|	w3flg_8|	w4mag_8|	w4sigm_8|	w4flg_8|	w1rsemi|	w1ba|	w1pa|	w1gmag|	w1gerr|	w1gflg|	w2rsemi|	w2ba|	w2pa|	w2gmag|	w2gerr|	w2gflg|	w3rsemi|	w3ba|	w3pa|	w3gmag|	w3gerr|	w3gflg|	w4rsemi|	w4ba|	w4pa|	w4gmag|	w4gerr|	w4gflg|
265	1.327811	60.140573	205.534583	35.654167	205.534977	35.6543503	0.0563	0.0593	-0.0025	10.221	0.023	46.8	37.619999	10.062	0.02	53.3	17.690001	7.499	0.016	67.1	1.399	4.997	0.027	40.7	1.016	0	5	7110	AAAA	10.184	0.006	0	10.019	0.006	0	7.467	0.008	0	4.977	0.018	1	11.019	0.007	0	10.926	0.006	0	8.912	0.009	0	6.049	0.019	0	10.445	0.006	0	10.338	0.006	0	8.292	0.008	0	5.553	0.018	1	10.117	0.006	0	10.011	0.006	0	7.943	0.007	0	5.264	0.019	1	9.892	0.006	0	9.793	0.006	0	7.735	0.007	0	5.115	0.021	1	9.721	0.006	0	9.629	0.006	0	7.607	0.008	0	5.051	0.025	1	9.58	0.006	0	9.495	0.006	0	7.523	0.008	0	5.022	0.03	1	9.462	0.006	1	9.382	0.006	1	7.464	0.008	1	5.012	0.036	1	9.36	0.006	1	9.284	0.006	1	7.418	0.009	1	5.003	0.042	1	51.23	0.85	5	8.827	0.007	1	51.23	0.85	5	8.821	0.007	1	51.23	0.85	5	7.25	0.017	1	53.31	0.87	5	5.001	0.047	1
266	0.471795	-142.448095	206.33	41.7125	206.329893	41.7123961	0.0543	0.0553	-0.0058	9.409	0.023	47.6	47.400002	9.09	0.02	53.3	22.17	6.769	0.014	77.8	16.950001	4.799	0.024	44.3	4.226	0	5	9642	AAAA	9.381	0.005	0	9.096	0.006	0	6.698	0.006	0	4.545	0.009	1	10.219	0.006	0	9.997	0.006	0	8.226	0.007	0	5.726	0.01	0	9.642	0.005	0	9.415	0.006	0	7.523	0.006	0	5.121	0.009	1	9.322	0.005	0	9.103	0.006	0	7.085	0.006	0	4.751	0.009	1	9.119	0.005	0	8.911	0.006	0	6.789	0.006	0	4.523	0.009	1	8.977	0.005	0	8.779	0.006	0	6.578	0.006	0	4.379	0.01	1	8.871	0.005	0	8.68	0.006	0	6.419	0.006	0	4.28	0.01	1	8.788	0.005	0	8.603	0.006	0	6.296	0.006	0	4.208	0.011	1	8.72	0.005	1	8.54	0.006	1	6.199	0.006	0	4.152	0.013	1	87.82	0.28	-85	8.27	0.005	1	87.82	0.28	-85	8.122	0.006	1	87.82	0.28	-85	5.612	0.006	1	107.27	0.39	-85	3.943	0.014	1
267	0.569401	-159.864424	213.312083	-3.2075	213.3120288	-3.2076485	0.0501	0.0473	-0.012	7.399	0.027	40.1	1.629	6.244	0.019	56	1.624	3.692	0.015	70.4	2.785	1.068	0.014	76.7	1.605	0	4	6213	AAAA	7.702	0.005	16	6.46	0.005	16	3.75	0.005	16	1.043	0.006	0	8.397	0.005	16	7.26	0.005	16	5.186	0.005	16	2.109	0.006	0	7.963	0.005	16	6.779	0.005	16	4.575	0.005	16	1.619	0.006	0	7.791	0.005	16	6.584	0.005	16	4.24	0.005	16	1.333	0.006	0	7.708	0.005	16	6.501	0.005	16	4.049	0.005	16	1.185	0.006	1	7.656	0.005	16	6.458	0.005	16	3.941	0.005	16	1.122	0.006	1	7.619	0.005	16	6.431	0.005	16	3.881	0.005	16	1.094	0.006	1	7.589	0.005	16	6.411	0.005	16	3.846	0.005	16	1.084	0.007	1	7.563	0.005	16	6.395	0.005	16	3.825	0.005	16	1.08	0.007	1	73.61	0.33	90	7.41	0.005	17	73.61	0.33	90	6.327	0.005	17	73.61	0.33	90	3.759	0.005	17	89.92	0.45	90	1.028	0.007	1
268	1.019237	46.123441	214.497917	25.136667	214.4981421	25.1368629	0.0496	0.0518	-0.0125	9.165	0.023	48.2	5.11	8.383	0.021	52.1	1.744	5.56	0.014	75.4	1.797	3.016	0.017	63.8	0.8105	0	5	9940	AAAA	9.174	0.005	0	8.401	0.005	0	5.573	0.005	0	3.016	0.006	0	9.854	0.006	0	9.178	0.006	0	7.007	0.006	0	4.087	0.006	0	9.435	0.005	0	8.72	0.005	0	6.398	0.005	0	3.592	0.006	0	9.255	0.005	0	8.531	0.005	0	6.062	0.005	0	3.305	0.006	1	9.16	0.005	0	8.444	0.005	0	5.871	0.005	0	3.155	0.006	1	9.1	0.005	0	8.395	0.005	0	5.762	0.005	0	3.091	0.007	1	9.057	0.005	0	8.362	0.006	0	5.699	0.006	0	3.061	0.007	1	9.024	0.005	0	8.338	0.006	0	5.662	0.006	0	3.05	0.008	1	8.995	0.005	0	8.318	0.006	0	5.637	0.006	0	3.044	0.009	1	26.75	0.87	-40	8.993	0.005	0	26.75	0.87	-40	8.317	0.006	0	26.75	0.87	-40	5.636	0.006	0	28.86	0.89	-40	3.161	0.006	1
269	0.372197	70.251889	216.095417	24.614167	216.0955237	24.6142016	0.0517	0.053	-0.0121	10.165	0.023	47.4	18.469999	9.439	0.02	54	5.612	5.917	0.015	71	3.902	3.003	0.018	60.5	2.299	0	5	4510	AAAA	10.139	0.006	0	9.444	0.006	0	5.924	0.006	0	2.954	0.006	1	10.883	0.006	0	10.255	0.006	0	7.377	0.006	0	4.047	0.006	0	10.4	0.006	0	9.763	0.006	0	6.749	0.006	0	3.53	0.006	1	10.145	0.006	0	9.528	0.006	0	6.386	0.006	0	3.224	0.006	1	9.978	0.006	0	9.391	0.006	0	6.159	0.006	0	3.059	0.006	1	9.851	0.006	0	9.295	0.006	0	6.01	0.006	0	2.983	0.006	1	9.75	0.006	0	9.22	0.006	0	5.906	0.006	0	2.944	0.006	17	9.673	0.006	1	9.161	0.006	1	5.832	0.006	1	2.928	0.007	17	9.617	0.006	1	9.118	0.006	1	5.779	0.006	1	2.921	0.007	17	39.24	0.41	90	9.581	0.006	1	39.24	0.41	90	9.095	0.006	1	39.24	0.41	90	5.766	0.006	1	44.5	0.51	90	3.033	0.006	1
270	1.334887	81.818774	218.4675	5.458333	218.4678687	5.4583861	0.0539	0.0551	-0.0116	10.417	0.022	48.3	15.05	9.898	0.021	52.9	4.643	6.835	0.015	74.5	7.331	4.453	0.023	47.2	2.534	0	5	1110	AAAA	10.413	0.006	0	9.908	0.006	0	6.778	0.006	0	4.272	0.011	0	11.153	0.006	0	10.728	0.006	0	8.275	0.007	0	5.433	0.012	0	10.674	0.006	0	10.227	0.006	0	7.603	0.006	0	4.848	0.011	0	10.432	0.006	0	9.988	0.006	0	7.191	0.006	0	4.481	0.011	1	10.272	0.006	0	9.845	0.006	0	6.907	0.006	0	4.264	0.011	1	10.14	0.006	0	9.733	0.006	0	6.693	0.006	0	4.146	0.012	1	10.019	0.006	0	9.634	0.006	0	6.52	0.006	0	4.082	0.014	1	9.912	0.006	0	9.546	0.006	0	6.379	0.006	0	4.05	0.016	1	9.823	0.006	0	9.473	0.006	0	6.267	0.006	0	4.036	0.019	1	37.85	0.83	25	9.664	0.006	1	37.85	0.83	25	9.34	0.006	1	37.85	0.83	25	6.065	0.006	1	39.38	0.85	25	4.101	0.013	1
271	0.663003	108.01086	218.718333	48.661944	218.7185985	48.6618875	0.0602	0.0609	-0.0095	11.864	0.023	47.9	12.55	11.299	0.021	52.7	2.522	8.039	0.017	64.2	1.315	5.566	0.032	33.7	0.8937	0	5	0	AAAA	11.777	0.007	0	11.252	0.007	0	8.01	0.011	0	5.547	0.028	1	12.522	0.007	0	12.07	0.008	0	9.443	0.014	0	6.61	0.029	0	12.038	0.007	0	11.571	0.007	0	8.835	0.011	0	6.123	0.028	1	11.813	0.007	0	11.348	0.007	0	8.502	0.011	0	5.841	0.03	1	11.697	0.007	0	11.24	0.008	0	8.311	0.011	0	5.704	0.034	1	11.634	0.007	0	11.182	0.008	0	8.204	0.012	0	5.647	0.041	1	11.6	0.008	0	11.148	0.009	0	8.145	0.013	0	5.618	0.049	1	11.578	0.008	1	11.125	0.009	1	8.114	0.015	0	5.605	0.059	1	11.564	0.009	1	11.108	0.01	1	8.097	0.016	1	5.588	0.07	1	12.84	0.79	-5	11.794	0.007	0	12.84	0.79	-5	11.33	0.007	0	12.84	0.79	-5	8.474	0.011	0	17.48	0.89	-5	6.125	0.028	1
272	0.420375	-54.169978	220.599583	-17.253056	-220.5994842	17.2529872	0.0498	0.0514	-0.0121	9.347	0.022	49.3	51.91	9.02	0.019	56.8	25.549999	5.344	0.014	80	19.57	2.726	0.02	54.3	1.633	0	5	9590	AAAA	9.391	0.006	0	9.079	0.006	0	5.461	0.006	0	2.698	0.006	0	10.236	0.006	0	9.978	0.006	0	6.944	0.006	0	3.784	0.006	0	9.652	0.006	0	9.398	0.006	0	6.286	0.006	0	3.274	0.006	0	9.336	0.006	0	9.093	0.006	0	5.915	0.005	0	2.979	0.006	1	9.136	0.006	0	8.91	0.006	0	5.695	0.005	0	2.818	0.006	1	8.991	0.006	0	8.782	0.006	0	5.562	0.005	0	2.736	0.006	1	8.875	0.006	0	8.682	0.006	0	5.479	0.006	0	2.688	0.007	1	8.778	0.006	0	8.599	0.006	0	5.422	0.006	0	2.657	0.007	1	8.699	0.006	0	8.53	0.006	0	5.38	0.006	0	2.631	0.007	1	80.51	0.47	32	8.067	0.006	1	80.51	0.47	32	7.991	0.006	1	80.51	0.47	32	4.972	0.006	1	88.77	0.54	32	2.537	0.01	1
273	0.781438	59.190509	228.763333	42.049722	228.7635844	42.0498334	0.0523	0.0527	-0.0097	9.906	0.022	48.4	54.07	9.63	0.02	54.5	24.290001	6.58	0.014	78.2	21.43	3.987	0.022	50.3	14.01	0	5	9199	AAAA	9.879	0.006	0	9.607	0.006	0	6.449	0.006	0	3.746	0.007	0	10.758	0.006	0	10.542	0.006	0	8.03	0.006	0	4.97	0.007	0	10.14	0.006	0	9.926	0.006	0	7.274	0.006	0	4.322	0.007	0	9.759	0.006	0	9.558	0.006	0	6.766	0.006	0	3.918	0.006	1	9.489	0.006	0	9.302	0.006	0	6.399	0.006	0	3.661	0.006	1	9.287	0.006	0	9.11	0.006	0	6.126	0.006	0	3.485	0.007	1	9.133	0.006	0	8.963	0.006	0	5.921	0.005	0	3.351	0.007	17	9.014	0.006	0	8.849	0.006	0	5.764	0.005	0	3.246	0.007	17	8.92	0.006	0	8.76	0.006	0	5.64	0.005	0	3.167	0.007	17	67.29	0.37	20	8.457	0.006	1	67.29	0.37	20	8.307	0.006	1	67.29	0.37	20	5.033	0.006	1	81.44	0.49	20	3.002	0.007	17
274	1.070317	-41.411098	237.104167	-13.757778	-237.1039642	13.7575548	0.0472	0.0484	-0.0123	8.612	0.023	47.3	4	7.754	0.02	54.7	1.704	4.836	0.015	72.5	3.949	2.475	0.015	73.3	0.9549	0	5	1101	AAAA	8.62	0.005	0	7.77	0.005	0	4.878	0.006	0	2.429	0.006	0	9.284	0.006	0	8.547	0.006	0	6.316	0.006	0	3.503	0.006	0	8.881	0.005	0	8.089	0.005	0	5.703	0.006	0	3.005	0.006	0	8.714	0.005	0	7.905	0.005	0	5.362	0.006	0	2.717	0.006	1	8.632	0.005	0	7.823	0.005	0	5.168	0.006	0	2.568	0.006	1	8.583	0.005	0	7.78	0.005	0	5.055	0.006	0	2.504	0.007	1	8.549	0.005	0	7.752	0.005	0	4.987	0.006	0	2.475	0.007	1	8.526	0.005	0	7.733	0.005	0	4.948	0.006	0	2.464	0.008	1	8.509	0.005	0	7.719	0.005	0	4.923	0.006	0	2.461	0.009	1	24.81	0.89	-30	8.516	0.005	0	24.81	0.89	-30	7.726	0.005	0	24.81	0.89	-30	4.935	0.006	0	27.01	0.9	-30	2.606	0.006	1
275	6.14118	16.372613	253.192083	-59.218611	-253.1930229	59.2169744	0.0483	0.0504	-0.0142	8.798	0.021	51.2	42.77	8.287	0.019	57	17.959999	4.06	0.014	79	13.17	0.904	0.018	60.7	6.842	0	5	8010	AAAA	8.783	0.008	0	8.312	0.007	0	4.155	0.008	0	0.877	0.009	1	9.601	0.009	0	9.187	0.008	0	5.638	0.01	0	1.99	0.01	0	9.044	0.008	0	8.631	0.007	0	4.98	0.008	0	1.453	0.009	1	8.725	0.008	0	8.334	0.007	0	4.592	0.008	0	1.124	0.009	1	8.506	0.008	0	8.141	0.007	0	4.344	0.008	0	0.925	0.01	1	8.337	0.008	0	7.994	0.007	0	4.172	0.008	0	0.8	0.011	1	8.199	0.008	0	7.873	0.007	0	4.041	0.008	0	0.711	0.012	1	8.082	0.008	1	7.769	0.008	1	3.934	0.008	0	0.648	0.013	1	7.98	0.008	1	7.677	0.008	1	3.84	0.009	1	0.602	0.015	1	99.15	0.75	-7	6.793	0.008	1	99.15	0.75	-7	6.582	0.008	1	99.15	0.75	-7	2.757	0.009	1	103.43	0.77	-7	0.287	0.013	1
276	0.668089	-9.44065	253.245417	2.400833	253.2453862	2.4010164	0.0559	0.0548	-0.0123	9.341	0.023	47.8	21.76	8.618	0.021	50.6	6.435	4.532	0.015	71.7	5.827	1.274	0.018	59.8	2.511	0	5	5001	AAAA	9.359	0.006	0	8.639	0.006	0	4.599	0.005	0	1.281	0.006	0	10.109	0.006	0	9.458	0.006	0	6.051	0.006	0	2.358	0.006	0	9.62	0.006	0	8.958	0.006	0	5.424	0.005	0	1.857	0.006	0	9.372	0.006	0	8.727	0.006	0	5.075	0.005	0	1.565	0.006	1	9.22	0.006	0	8.604	0.006	0	4.872	0.005	0	1.411	0.006	1	9.115	0.006	0	8.525	0.006	0	4.753	0.005	0	1.344	0.006	1	9.037	0.006	0	8.47	0.006	0	4.683	0.006	0	1.314	0.007	1	8.98	0.006	0	8.429	0.006	0	4.642	0.006	0	1.304	0.007	1	8.936	0.006	0	8.398	0.006	0	4.617	0.006	0	1.301	0.008	1	40.06	0.58	15	8.852	0.006	1	40.06	0.58	15	8.344	0.006	1	40.06	0.58	15	4.59	0.006	1	42.74	0.63	15	1.35	0.006	1
277	0.403756	79.906628	259.247917	-62.820556	-259.2481584	62.8205359	0.0494	0.0496	-0.0131	8.947	0.022	49.7	29.950001	7.886	0.019	56.2	5.495	4.559	0.015	71.8	3.712	1.672	0.017	65.5	0.9187	0	5	9130	AAAA	8.919	0.009	0	7.905	0.006	0	4.586	0.007	0	1.646	0.007	17	9.717	0.01	0	8.723	0.006	0	6.03	0.008	0	2.728	0.007	17	9.18	0.009	0	8.224	0.006	0	5.411	0.007	0	2.222	0.007	17	8.857	0.009	0	7.98	0.006	0	5.061	0.007	0	1.918	0.007	17	8.626	0.009	0	7.834	0.006	0	4.852	0.007	0	1.744	0.007	17	8.454	0.009	0	7.73	0.007	0	4.722	0.007	0	1.645	0.008	17	8.324	0.009	1	7.65	0.007	1	4.634	0.007	1	1.575	0.009	17	8.219	0.01	1	7.583	0.007	1	4.569	0.007	1	1.52	0.009	17	8.13	0.01	1	7.525	0.007	1	4.513	0.008	1	1.472	0.01	17	117.62	0.68	-62	6.678	0.009	1	117.62	0.68	-62	6.438	0.008	1	117.62	0.68	-62	3.327	0.008	1	124.51	0.73	-62	1.059	0.01	17
278	0.380321	-23.202542	270.030417	66.615	270.0303118	66.6150971	0.0486	0.0499	-0.0031	10.837	0.023	47.4	23.91	9.969	0.019	57.2	5.282	5.87	0.014	76.2	2.995	2.602	0.015	72.9	0.8275	00dd	5	9100	AAAA	10.768	0.005	0	9.958	0.006	0	5.884	0.005	0	2.583	0.006	0	11.553	0.006	0	10.781	0.006	0	7.321	0.005	0	3.654	0.006	0	11.029	0.005	0	10.277	0.006	0	6.709	0.005	0	3.159	0.006	0	10.74	0.005	0	10.035	0.006	0	6.367	0.005	0	2.87	0.006	1	10.546	0.005	0	9.895	0.006	0	6.167	0.005	0	2.722	0.006	1	10.403	0.005	0	9.8	0.006	0	6.05	0.005	0	2.66	0.007	1	10.294	0.005	0	9.728	0.006	0	5.981	0.005	0	2.633	0.007	1	10.213	0.005	0	9.675	0.006	0	5.941	0.005	0	2.624	0.008	1	10.155	0.005	0	9.635	0.006	0	5.918	0.005	0	2.623	0.009	1	36.95	0.49	-80	10.132	0.005	1	36.95	0.49	-80	9.623	0.006	1	36.95	0.49	-80	5.929	0.005	1	40.74	0.56	-80	2.72	0.007	1
279	0.217233	-114.151206	295.669167	-10.323611	-295.6691107	10.3236358	0.0532	0.0521	0.0023	9.412	0.023	47.5	31.040001	8.863	0.019	57.7	12.7	6.094	0.015	71.9	3.908	3.661	0.02	54.6	4.226	0	5	112	AAAA	9.367	0.006	0	8.88	0.006	0	6.068	0.008	0	3.484	0.015	1	10.17	0.006	0	9.734	0.006	0	7.543	0.01	0	4.658	0.017	1	9.628	0.006	0	9.199	0.006	0	6.893	0.008	0	4.06	0.015	1	9.324	0.006	0	8.925	0.006	0	6.503	0.008	0	3.649	0.014	1	9.113	0.006	0	8.752	0.006	0	6.239	0.008	0	3.363	0.014	1	8.943	0.006	1	8.616	0.006	1	6.035	0.008	1	3.158	0.015	1	8.792	0.006	1	8.496	0.006	1	5.858	0.008	1	3.008	0.016	1	8.653	0.006	17	8.385	0.006	1	5.695	0.008	1	2.906	0.018	1	8.526	0.006	17	8.28	0.006	1	5.541	0.008	1	2.844	0.02	1	72.36	0.94	65	7.582	0.006	17	72.36	0.94	65	7.465	0.007	1	72.36	0.94	65	4.518	0.008	1	74.72	0.95	65	2.538	0.016	17
280	1.331106	-4.367731	302.195417	-61.100278	-302.1953584	61.0999091	0.0559	0.0549	-0.0135	8.569	0.024	45.5	4.266	7.673	0.02	53	1.672	5.254	0.016	68.2	2.037	3.268	0.021	52.9	1.16	0	4	1121	AAAA	8.56	0.005	0	7.671	0.005	0	5.273	0.006	0	3.255	0.008	0	9.226	0.005	0	8.442	0.006	0	6.719	0.006	0	4.343	0.008	0	8.821	0.005	0	7.99	0.005	0	6.098	0.006	0	3.831	0.008	0	8.647	0.005	0	7.806	0.005	0	5.751	0.006	0	3.538	0.008	0	8.556	0.005	0	7.723	0.005	0	5.551	0.006	0	3.388	0.008	1	8.501	0.005	0	7.677	0.005	0	5.433	0.006	0	3.322	0.009	1	8.464	0.005	0	7.649	0.005	0	5.364	0.006	0	3.293	0.011	1	8.438	0.005	0	7.629	0.005	0	5.322	0.006	0	3.284	0.012	17	8.419	0.005	0	7.615	0.005	0	5.295	0.006	0	3.281	0.014	17	29.31	0.66	30	8.423	0.005	0	29.31	0.66	30	7.621	0.005	0	29.31	0.66	30	5.308	0.006	0	32	0.71	30	3.413	0.008	1
281	0.622548	-8.292037	330.507917	-31.869722	-330.5078873	31.8695511	0.0509	0.0499	-0.0076	8.41	0.022	49.1	14.96	7.557	0.019	56.6	4.806	5.193	0.014	78.6	14.94	3.067	0.018	59.1	3.377	0	5	2111	AAAA	8.418	0.005	0	7.575	0.005	0	5.257	0.006	0	3.051	0.007	0	9.137	0.006	0	8.37	0.006	0	6.723	0.006	0	4.151	0.007	0	8.679	0.005	0	7.894	0.005	0	6.082	0.006	0	3.627	0.007	0	8.46	0.005	0	7.686	0.005	0	5.717	0.006	0	3.322	0.007	1	8.332	0.005	0	7.583	0.005	0	5.501	0.006	0	3.154	0.007	1	8.243	0.005	0	7.519	0.005	0	5.369	0.006	0	3.071	0.007	1	8.173	0.006	0	7.472	0.005	0	5.285	0.006	0	3.025	0.008	1	8.116	0.006	0	7.435	0.005	0	5.23	0.006	0	3	0.009	1	8.068	0.006	0	7.404	0.005	0	5.191	0.006	0	2.985	0.01	1	60.54	0.51	-82	7.854	0.006	1	60.54	0.51	-82	7.266	0.006	1	60.54	0.51	-82	5.027	0.006	1	64.59	0.56	-82	2.967	0.009	1
282	0.953486	-94.316336	332.317917	-47.166667	-332.3175282	47.1666866	0.0515	0.0476	-0.0078	8.251	0.022	49.3	40.869999	7.861	0.019	56.6	20.530001	5.294	0.015	70.3	3.889	3.038	0.017	64.7	1.339	0	5	9400	AAAA	8.242	0.005	0	7.915	0.005	0	5.309	0.006	0	2.982	0.008	0	9.063	0.005	0	8.789	0.006	0	6.77	0.006	0	4.083	0.008	0	8.503	0.005	0	8.234	0.005	0	6.134	0.006	0	3.558	0.008	0	8.184	0.005	0	7.937	0.005	0	5.767	0.006	0	3.238	0.008	0	7.972	0.005	0	7.751	0.005	0	5.54	0.006	0	3.051	0.008	0	7.82	0.005	0	7.618	0.005	0	5.389	0.006	0	2.947	0.009	0	7.706	0.005	0	7.519	0.005	0	5.278	0.006	0	2.885	0.01	1	7.617	0.005	0	7.441	0.005	0	5.187	0.006	0	2.849	0.011	1	7.545	0.005	0	7.377	0.006	0	5.105	0.006	0	2.828	0.012	17	80.94	0.94	70	7.017	0.006	1	80.94	0.94	70	6.894	0.006	1	80.94	0.94	70	4.592	0.007	1	83.58	0.95	70	2.684	0.015	17
283	0.655403	0.169646	338.9425	-26.050556	-338.9425006	26.0503735	0.0572	0.0551	-0.0099	9.933	0.022	48.4	25.709999	9.254	0.019	56.4	7.854	6.1	0.016	68.8	2.543	3.487	0.026	41.3	1.138	0	5	1000	AAAA	9.926	0.006	0	9.238	0.006	0	6.083	0.006	0	3.388	0.008	1	10.707	0.006	0	10.069	0.006	0	7.549	0.006	0	4.512	0.009	0	10.187	0.006	0	9.557	0.006	0	6.908	0.006	0	3.964	0.008	1	9.879	0.006	0	9.294	0.006	0	6.525	0.006	0	3.613	0.008	1	9.651	0.006	0	9.122	0.006	0	6.272	0.006	0	3.387	0.009	1	9.461	0.006	0	8.984	0.006	0	6.085	0.006	0	3.231	0.009	1	9.294	0.006	0	8.863	0.006	0	5.934	0.006	0	3.106	0.01	1	9.145	0.006	1	8.751	0.006	1	5.801	0.006	1	3	0.01	1	9.01	0.006	1	8.648	0.006	1	5.678	0.006	1	2.911	0.011	1	89.23	0.47	3	7.986	0.006	17	89.23	0.47	3	7.765	0.006	1	89.23	0.47	3	4.552	0.006	1	98.37	0.54	3	2.54	0.01	1
284	0.628572	-67.158589	345.504167	15.964722	345.5039993	15.96479	0.0559	0.0528	-0.0104	9.651	0.022	48.3	23.51	9.391	0.021	52.6	13.81	5.875	0.015	74.4	17.049999	3.566	0.021	52	3.879	0	5	2131	AAAA	9.684	0.006	0	9.414	0.006	0	5.928	0.006	0	3.521	0.009	1	10.436	0.006	0	10.264	0.006	0	7.423	0.006	0	4.632	0.009	1	9.945	0.006	0	9.733	0.006	0	6.753	0.006	0	4.097	0.009	1	9.71	0.006	0	9.48	0.006	0	6.369	0.006	0	3.799	0.009	1	9.58	0.006	0	9.346	0.006	0	6.139	0.006	0	3.641	0.01	1	9.499	0.006	0	9.265	0.006	0	5.999	0.006	0	3.565	0.011	1	9.442	0.006	1	9.21	0.006	1	5.911	0.006	1	3.527	0.013	1	9.402	0.006	1	9.17	0.006	1	5.854	0.006	1	3.511	0.015	1	9.372	0.006	1	9.142	0.006	1	5.816	0.006	1	3.503	0.017	1	28.19	0.75	-20	9.373	0.006	1	28.19	0.75	-20	9.143	0.006	1	28.19	0.75	-20	5.825	0.006	1	30.34	0.79	-20	3.66	0.01	1
285	0.174675	43.815841	345.815	8.873889	345.815034	8.8739239	0.0544	0.0526	0.0019	8.552	0.023	46.9	6.424	7.709	0.019	55.8	2.971	3.736	0.014	75.2	5.682	0.725	0.019	56.5	1.196	0	5	21	AAAA	8.586	0.005	0	7.726	0.005	0	3.814	0.005	0	0.719	0.006	1	9.271	0.006	0	8.509	0.006	0	5.259	0.005	0	1.795	0.006	0	8.847	0.005	0	8.045	0.005	0	4.639	0.005	0	1.295	0.006	1	8.666	0.005	0	7.852	0.005	0	4.298	0.005	0	1.003	0.006	1	8.576	0.005	0	7.766	0.005	0	4.104	0.005	0	0.85	0.006	1	8.523	0.005	0	7.72	0.005	0	3.993	0.005	0	0.784	0.006	1	8.488	0.005	0	7.691	0.005	0	3.931	0.005	0	0.754	0.006	1	8.461	0.006	0	7.671	0.005	0	3.894	0.005	0	0.743	0.007	1	8.439	0.006	1	7.654	0.005	1	3.871	0.005	1	0.74	0.007	1	32.21	0.91	-42	8.394	0.006	1	32.21	0.91	-42	7.624	0.006	1	32.21	0.91	-42	3.84	0.006	1	33.91	0.93	-42	0.787	0.006	1
286	1.296423	-53.970384	346.23625	12.322778	346.2359519	12.3229896	0.0263	0.0257	-0.003	9.705	0.023	46.8	42.73	8.367	0.02	54.1	5.56	4.496	0.014	79.9	5.914	1.363	0.019	56.3	1.554	0	5	9000	AAAA	9.692	0.006	0	8.383	0.006	0	4.528	0.006	0	1.344	0.006	0	10.528	0.006	0	9.197	0.006	0	5.978	0.007	0	2.429	0.006	0	9.953	0.006	0	8.702	0.006	0	5.353	0.006	0	1.92	0.006	0	9.621	0.006	0	8.471	0.006	0	5	0.006	0	1.622	0.006	0	9.394	0.006	0	8.342	0.006	0	4.786	0.006	0	1.46	0.007	1	9.225	0.006	0	8.251	0.006	0	4.651	0.006	0	1.382	0.007	1	9.09	0.006	0	8.179	0.006	0	4.562	0.006	0	1.338	0.007	1	8.979	0.006	0	8.119	0.006	0	4.5	0.007	0	1.312	0.008	1	8.885	0.006	0	8.067	0.006	0	4.453	0.007	0	1.294	0.009	1	87.78	0.43	15	7.945	0.006	1	87.78	0.43	15	7.47	0.006	1	87.78	0.43	15	3.887	0.007	1	97.29	0.5	15	1.101	0.008	1
